,Date,Home,Name,Position,Team,Vs,A,Bbps,BPS,CS,FA,G,GC,GW,Mins,Off,OG,On,Pl Rc,Pl Yc,Starts,TA,X A,X G,X Gi,Date_Formatted,Vs_xGC_per90_Last6,Vs_xG_per90_Last6,xG_per90_Last6,xA_per90_Last6,xGC_per90_Last6
2808,13/09/2020,True,"Davies (Ben)  Ben Davies (Tottenham Hotspur, Defender)",DEF,TOT,EVE,0,15,15,0,0,0,1,1,90,0,0,0,0,0,1,0,0.14,0.1,0.24,2020-09-13,,,,,
2809,13/09/2020,True,"Dier  Eric Dier (Tottenham Hotspur, Defender)",DEF,TOT,EVE,0,13,13,0,0,0,1,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2810,13/09/2020,True,"Doherty  Matt Doherty (Tottenham Hotspur, Defender)",DEF,TOT,EVE,0,7,7,0,0,0,1,1,76,1,0,0,0,0,1,0,0.02,0.33,0.35,2020-09-13,,,,,
2811,13/09/2020,True,"Højbjerg  Pierre-Emile Højbjerg (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,8,8,0,0,0,1,1,90,0,0,0,0,1,1,0,0.02,0.0,0.02,2020-09-13,,,,,
2812,13/09/2020,True,"Kane  Harry Kane (Tottenham Hotspur, Forward)",FWD,TOT,EVE,0,7,7,0,0,0,1,1,90,0,0,0,0,0,1,0,0.15,0.17,0.32,2020-09-13,,,,,
2813,13/09/2020,True,"Lloris  Hugo Lloris (Tottenham Hotspur, Goalkeeper)",GKP,TOT,EVE,0,15,15,0,0,0,1,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2814,13/09/2020,True,"NDombele  Tanguy NDombele (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,3,3,0,0,0,0,1,14,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-13,,,,,
2815,13/09/2020,True,"Lucas Moura  Lucas Rodrigues Moura da Silva (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,-2,-2,0,0,0,1,1,90,0,0,0,0,0,1,0,0.01,0.1,0.11,2020-09-13,,,,,
2816,13/09/2020,True,"Sissoko  Moussa Sissoko (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,5,5,0,0,0,1,1,45,0,0,1,0,0,0,0,0.03,0.0,0.03,2020-09-13,,,,,
2818,13/09/2020,True,"Winks  Harry Winks (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,8,8,0,0,0,1,1,60,1,0,0,0,0,1,0,0.02,0.0,0.02,2020-09-13,,,,,
2793,13/09/2020,False,"Davies (Tom)  Tom Davies (Everton, Midfielder)",MID,EVE,TOT,0,4,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-13,,,,,
2806,13/09/2020,True,"Alli  Bamidele Alli (Tottenham Hotspur, Midfielder)",MID,TOT,EVE,0,0,0,0,0,0,0,1,45,1,0,0,0,0,1,0,0.03,0.36,0.39,2020-09-13,,,,,
2792,13/09/2020,False,"Coleman  Seamus Coleman (Everton, Defender)",DEF,EVE,TOT,0,16,28,1,0,0,0,1,90,0,0,0,0,0,1,0,0.02,0.03,0.05,2020-09-13,,,,,
2804,13/09/2020,False,"Richarlison  Richarlison de Andrade (Everton, Forward)",FWD,EVE,TOT,0,15,15,1,0,0,0,1,90,0,0,0,0,0,1,0,0.03,0.74,0.77,2020-09-13,,,,,
2822,13/09/2020,False,"Justin  James Justin (Leicester City, Defender)",DEF,LEI,WBA,0,11,32,1,1,0,0,1,90,0,0,0,0,1,1,1,0.02,0.0,0.02,2020-09-13,,,,,
2819,13/09/2020,False,"Albrighton  Marc Albrighton (Leicester City, Midfielder)",MID,LEI,WBA,0,3,3,0,0,0,0,1,23,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-13,,,,,
2845,13/09/2020,True,"Sawyers  Romaine Sawyers (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,4,4,0,0,0,1,1,68,1,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-13,,,,,
2844,13/09/2020,True,"Robson-Kanu  Hal Robson-Kanu (West Bromwich Albion, Forward)",FWD,WBA,LEI,0,3,3,0,0,0,2,1,30,0,0,1,0,0,0,0,0.0,0.03,0.03,2020-09-13,,,,,
2843,13/09/2020,True,"Robinson (Callum)  Callum Robinson (West Bromwich Albion, Forward)",FWD,WBA,LEI,0,-3,-3,0,0,0,1,1,60,1,0,0,0,0,1,0,0.02,0.0,0.02,2020-09-13,,,,,
2842,13/09/2020,True,"O'Shea  Dara O&#039;Shea (West Bromwich Albion, Defender)",DEF,WBA,LEI,0,8,8,0,0,0,3,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-13,,,,,
2841,13/09/2020,True,"Livermore  Jake Livermore (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,11,11,0,0,0,3,1,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2020-09-13,,,,,
2840,13/09/2020,True,"Johnstone  Sam Johnstone (West Bromwich Albion, Goalkeeper)",GKP,WBA,LEI,0,16,16,0,0,0,3,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2839,13/09/2020,True,"Harper  Rekeem Harper (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,3,3,0,0,0,2,1,21,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-13,,,,,
2838,13/09/2020,True,"Gibbs  Kieran Gibbs (West Bromwich Albion, Defender)",DEF,WBA,LEI,0,12,12,0,0,0,3,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-13,,,,,
2837,13/09/2020,True,"Furlong  Darnell Furlong (West Bromwich Albion, Defender)",DEF,WBA,LEI,0,6,6,0,0,0,1,1,69,1,0,0,0,0,1,0,0.21,0.03,0.24,2020-09-13,,,,,
2836,13/09/2020,True,"Kyle Edwards  Kyle Edwards (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,3,3,0,0,0,2,1,22,0,0,1,0,0,0,0,0.01,0.07,0.08,2020-09-13,,,,,
2791,13/09/2020,False,"Calvert-Lewin  Dominic Calvert-Lewin (Everton, Forward)",FWD,EVE,TOT,0,7,34,1,0,1,0,1,89,1,0,0,0,0,1,0,0.06,0.18,0.24,2020-09-13,,,,,
2835,13/09/2020,True,"Diangana  Grady Diangana (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,3,3,0,0,0,3,1,90,0,0,0,0,0,1,0,0.02,0.12,0.14,2020-09-13,,,,,
2833,13/09/2020,True,"Bartley  Kyle Bartley (West Bromwich Albion, Defender)",DEF,WBA,LEI,0,11,11,0,0,0,3,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2832,13/09/2020,True,"Ajayi  Semi Ajayi (West Bromwich Albion, Defender)",DEF,WBA,LEI,0,2,2,0,0,0,3,1,90,0,0,0,0,1,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2831,13/09/2020,False,"Vardy  Jamie Vardy (Leicester City, Forward)",FWD,LEI,WBA,0,4,52,1,0,2,0,1,90,0,0,0,0,0,1,0,0.01,1.58,1.59,2020-09-13,,,,,
2830,13/09/2020,False,"Tielemans  Youri Tielemans (Leicester City, Midfielder)",MID,LEI,WBA,0,17,17,1,0,0,0,1,90,0,0,0,0,0,1,0,0.03,0.05,0.08,2020-09-13,,,,,
2829,13/09/2020,False,"Söyüncü  Caglar Söyüncü (Leicester City, Defender)",DEF,LEI,WBA,0,17,29,1,0,0,0,1,90,0,0,0,0,0,1,0,0.01,0.05,0.06,2020-09-13,,,,,
2828,13/09/2020,False,"Schmeichel  Kasper Schmeichel (Leicester City, Goalkeeper)",GKP,LEI,WBA,0,9,21,1,0,0,0,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-13,,,,,
2827,13/09/2020,False,"Ayoze Pérez  Ayoze Pérez Gutiérrez (Leicester City, Midfielder)",MID,LEI,WBA,0,5,5,1,0,0,0,1,67,1,0,0,0,0,1,0,0.02,0.08,0.1,2020-09-13,,,,,
2826,13/09/2020,False,"Praet  Dennis Praet (Leicester City, Midfielder)",MID,LEI,WBA,1,16,25,1,0,0,0,1,75,1,0,0,0,0,1,1,0.35,0.1,0.45,2020-09-13,,,,,
2825,13/09/2020,False,"Ndidi  Onyinye Wilfred Ndidi (Leicester City, Midfielder)",MID,LEI,WBA,0,15,15,1,0,0,0,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-13,,,,,
2824,13/09/2020,False,"Mendy (Nampalys)  Nampalys Mendy (Leicester City, Midfielder)",MID,LEI,WBA,0,11,11,1,0,0,0,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-13,,,,,
2823,13/09/2020,False,"Maddison  James Maddison (Leicester City, Midfielder)",MID,LEI,WBA,0,4,4,0,0,0,0,1,15,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-13,,,,,
2834,13/09/2020,True,"Matheus Pereira  Matheus Fellipe Costa Pereira (West Bromwich Albion, Midfielder)",MID,WBA,LEI,0,9,9,0,0,0,3,1,90,0,0,0,0,0,1,0,0.05,0.16,0.21,2020-09-13,,,,,
2820,13/09/2020,False,"Barnes (Harvey)  Harvey Barnes (Leicester City, Midfielder)",MID,LEI,WBA,0,8,8,1,0,0,0,1,90,0,0,0,0,0,1,0,0.24,0.54,0.78,2020-09-13,,,,,
2654,14/09/2020,True,"Bissouma  Yves Bissouma (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,14,14,0,0,0,3,1,90,0,0,0,0,0,1,0,0.02,0.05,0.07,2020-09-14,,,,,
2653,14/09/2020,True,"Alzate  Steven Alzate (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,14,14,0,0,0,3,1,79,1,0,0,0,0,1,0,0.04,0.09,0.13,2020-09-14,,,,,
2790,14/09/2020,False,"Rui Patrício  Rui Pedro dos Santos Patrício (Wolverhampton Wanderers, Goalkeeper)",GKP,WOL,SHU,0,11,23,1,0,0,0,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2678,14/09/2020,False,"Mount  Mason Mount (Chelsea, Midfielder)",MID,CHE,BHA,0,9,9,0,0,0,1,1,90,0,0,0,0,0,1,0,0.03,0.02,0.05,2020-09-14,,,,,
2677,14/09/2020,False,"Loftus-Cheek  Ruben Loftus-Cheek (Chelsea, Midfielder)",MID,CHE,BHA,0,2,2,0,0,0,1,1,61,1,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2676,14/09/2020,False,"Kanté  N&#039;Golo Kanté (Chelsea, Midfielder)",MID,CHE,BHA,0,18,18,0,0,0,1,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-14,,,,,
2675,14/09/2020,False,"James (Reece)  Reece James (Chelsea, Defender)",DEF,CHE,BHA,1,20,44,0,0,1,1,1,90,0,0,0,0,0,1,1,0.09,0.03,0.12,2020-09-14,,,,,
2674,14/09/2020,False,"Hudson-Odoi  Callum Hudson-Odoi (Chelsea, Midfielder)",MID,CHE,BHA,0,3,3,0,0,0,0,1,10,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-14,,,,,
2673,14/09/2020,False,"Havertz  Kai Havertz (Chelsea, Midfielder)",MID,CHE,BHA,0,7,7,0,0,0,1,1,80,1,0,0,0,0,1,0,0.18,0.0,0.18,2020-09-14,,,,,
2672,14/09/2020,False,"Jorginho  Jorge Luiz Frello Filho (Chelsea, Midfielder)",MID,CHE,BHA,1,15,42,0,0,1,1,1,85,1,0,0,0,0,1,1,0.08,0.79,0.87,2020-09-14,,,,,
2671,14/09/2020,False,"Christensen  Andreas Christensen (Chelsea, Defender)",DEF,CHE,BHA,0,15,15,0,0,0,1,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-14,,,,,
2670,14/09/2020,False,"Barkley  Ross Barkley (Chelsea, Midfielder)",MID,CHE,BHA,0,1,1,0,0,0,0,1,29,0,0,1,0,0,0,0,0.03,0.02,0.05,2020-09-14,,,,,
2669,14/09/2020,False,"Azpilicueta  César Azpilicueta (Chelsea, Defender)",DEF,CHE,BHA,0,3,3,0,0,0,0,1,5,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-14,,,,,
2668,14/09/2020,False,"Kepa  Kepa Arrizabalaga Revuelta (Chelsea, Goalkeeper)",GKP,CHE,BHA,0,9,9,0,0,0,1,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2667,14/09/2020,False,"Alonso  Marcos Alonso (Chelsea, Defender)",DEF,CHE,BHA,0,14,14,0,0,0,1,1,90,0,0,0,0,0,1,0,0.02,0.0,0.02,2020-09-14,,,,,
2666,14/09/2020,True,"White (Ben)  Ben White (Brighton and Hove Albion, Defender)",DEF,BHA,CHE,0,15,15,0,0,0,3,1,79,1,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2665,14/09/2020,True,"Webster  Adam Webster (Brighton and Hove Albion, Defender)",DEF,BHA,CHE,0,14,14,0,0,0,3,1,90,0,0,0,0,0,1,0,0.01,0.02,0.03,2020-09-14,,,,,
2664,14/09/2020,True,"Trossard  Leandro Trossard (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,10,28,0,0,1,3,1,90,0,0,0,0,0,1,0,0.32,0.03,0.35,2020-09-14,,,,,
2663,14/09/2020,True,"Mat Ryan  Mathew Ryan (Brighton and Hove Albion, Goalkeeper)",GKP,BHA,CHE,0,12,12,0,0,0,3,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2661,14/09/2020,True,"March  Solomon March (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,13,13,0,0,0,3,1,90,0,0,0,0,0,1,0,0.14,0.04,0.18,2020-09-14,,,,,
2660,14/09/2020,True,"Lamptey  Tariq Lamptey (Brighton and Hove Albion, Defender)",DEF,BHA,CHE,1,13,22,0,0,0,3,1,90,0,0,0,0,1,1,1,0.17,0.05,0.22,2020-09-14,,,,,
2659,14/09/2020,True,"Lallana  Adam Lallana (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,6,6,0,0,0,1,1,45,1,0,0,0,0,1,0,0.21,0.0,0.21,2020-09-14,,,,,
2658,14/09/2020,True,"Jahanbakhsh  Alireza Jahanbakhsh (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,3,3,0,0,0,0,1,11,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-14,,,,,
2657,14/09/2020,True,"Groß  Pascal Groß (Brighton and Hove Albion, Midfielder)",MID,BHA,CHE,0,6,6,0,0,0,0,1,11,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-14,,,,,
2656,14/09/2020,True,"Dunk  Lewis Dunk (Brighton and Hove Albion, Defender)",DEF,BHA,CHE,0,16,16,0,0,0,3,1,90,0,0,0,0,0,1,0,0.01,0.19,0.2,2020-09-14,,,,,
2655,14/09/2020,True,"Connolly  Aaron Connolly (Brighton and Hove Albion, Forward)",FWD,BHA,CHE,0,-1,-1,0,0,0,2,1,45,0,0,1,0,0,0,0,0.01,0.2,0.21,2020-09-14,,,,,
2679,14/09/2020,False,"Werner  Timo Werner (Chelsea, Forward)",FWD,CHE,BHA,0,2,11,0,1,0,1,1,90,0,0,0,0,0,1,1,0.01,0.32,0.33,2020-09-14,,,,,
2680,14/09/2020,False,"Zouma  Kurt Zouma (Chelsea, Defender)",DEF,CHE,BHA,0,13,25,0,0,1,1,1,90,0,0,0,0,0,1,0,0.0,0.05,0.05,2020-09-14,,,,,
2662,14/09/2020,True,"Maupay  Neal Maupay (Brighton and Hove Albion, Forward)",FWD,BHA,CHE,0,1,1,0,0,0,3,1,90,0,0,0,0,0,1,0,0.0,0.39,0.39,2020-09-14,,,,,
2765,14/09/2020,True,"Basham  Chris Basham (Sheffield United, Defender)",DEF,SHU,WOL,0,14,14,0,0,0,2,1,71,1,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-14,,,,,
2764,14/09/2020,True,"Baldock  George Baldock (Sheffield United, Defender)",DEF,SHU,WOL,0,13,13,0,0,0,2,1,90,0,0,0,0,0,1,0,0.53,0.05,0.58,2020-09-14,,,,,
2789,14/09/2020,False,"Ruben Neves  Rúben Diogo da Silva Neves (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,0,4,4,0,0,0,0,1,14,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-14,,,,,
2788,14/09/2020,False,"Traoré  Adama Traoré (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,0,6,6,1,0,0,0,1,90,0,0,0,0,0,1,0,0.0,0.11,0.11,2020-09-14,,,,,
2787,14/09/2020,False,"Saiss  Romain Saiss (Wolverhampton Wanderers, Defender)",DEF,WOL,SHU,0,10,34,1,0,1,0,1,90,0,0,0,0,0,1,0,0.0,0.45,0.45,2020-09-14,,,,,
2786,14/09/2020,False,"Podence  Daniel Podence (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,1,14,23,1,0,0,0,1,76,1,0,0,0,0,1,1,0.05,0.0,0.05,2020-09-14,,,,,
2784,14/09/2020,False,"Moutinho  João Moutinho (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,0,16,16,1,0,0,0,1,86,1,0,0,0,0,1,0,0.12,0.0,0.12,2020-09-14,,,,,
2783,14/09/2020,False,"Marçal  Fernando Marçal de Oliveira (Wolverhampton Wanderers, Defender)",DEF,WOL,SHU,0,9,21,1,0,0,0,1,90,0,0,0,0,1,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2782,14/09/2020,False,"Vitor Ferreira  Vitor Machado Ferreira (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,0,4,4,0,0,0,0,1,4,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-14,,,,,
2781,14/09/2020,False,"Raúl Jiménez  Raul Alonso Jimenez Rodriguez (Wolverhampton Wanderers, Forward)",FWD,WOL,SHU,0,2,29,1,0,1,0,1,90,0,0,0,0,0,1,0,0.03,1.03,1.06,2020-09-14,,,,,
2780,14/09/2020,False,"Dendoncker (Leander)  Leander Dendoncker (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,0,11,11,1,0,0,0,1,90,0,0,0,0,0,1,0,0.03,0.0,0.03,2020-09-14,,,,,
2779,14/09/2020,False,"Coady  Conor Coady (Wolverhampton Wanderers, Defender)",DEF,WOL,SHU,0,17,29,1,0,0,0,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2778,14/09/2020,False,"Buur  Oskar Buur (Wolverhampton Wanderers, Defender)",DEF,WOL,SHU,0,2,2,0,0,0,0,1,22,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-14,,,,,
2785,14/09/2020,False,"Neto  Pedro Neto (Wolverhampton Wanderers, Midfielder)",MID,WOL,SHU,1,9,18,1,0,0,0,1,68,1,0,0,0,0,1,1,0.05,0.0,0.05,2020-09-14,,,,,
2776,14/09/2020,True,"Stevens (Enda)  Enda Stevens (Sheffield United, Defender)",DEF,SHU,WOL,0,13,13,0,0,0,2,1,90,0,0,0,0,0,1,0,0.07,0.06,0.13,2020-09-14,,,,,
2777,14/09/2020,False,"Boly  Willy Boly (Wolverhampton Wanderers, Defender)",DEF,WOL,SHU,0,13,25,1,0,0,0,1,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-14,,,,,
2767,14/09/2020,True,"Egan  John Egan (Sheffield United, Defender)",DEF,SHU,WOL,0,4,4,0,0,0,2,1,90,0,0,0,0,1,1,0,0.01,0.04,0.05,2020-09-14,,,,,
2768,14/09/2020,True,"Fleck  John Fleck (Sheffield United, Midfielder)",MID,SHU,WOL,0,10,10,0,0,0,2,1,90,0,0,0,0,0,1,0,0.1,0.04,0.14,2020-09-14,,,,,
2766,14/09/2020,True,"Berge  Sander Berge (Sheffield United, Midfielder)",MID,SHU,WOL,0,7,7,0,0,0,0,1,14,0,0,1,0,0,0,0,0.09,0.0,0.09,2020-09-14,,,,,
2770,14/09/2020,True,"McBurnie  Oliver McBurnie (Sheffield United, Forward)",FWD,SHU,WOL,0,3,3,0,0,0,2,1,90,0,0,0,0,1,1,0,0.09,0.14,0.23,2020-09-14,,,,,
2769,14/09/2020,True,"Lundstram  John Lundstram (Sheffield United, Midfielder)",MID,SHU,WOL,0,15,15,0,0,0,2,1,90,0,0,0,0,0,1,0,0.07,0.0,0.07,2020-09-14,,,,,
2772,14/09/2020,True,"Norwood  Oliver Norwood (Sheffield United, Midfielder)",MID,SHU,WOL,0,13,13,0,0,0,2,1,76,1,0,0,0,0,1,0,0.08,0.0,0.08,2020-09-14,,,,,
2773,14/09/2020,True,"O'Connell  Jack O&#039;Connell (Sheffield United, Defender)",DEF,SHU,WOL,0,8,8,0,0,0,2,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-14,,,,,
2774,14/09/2020,True,"Ramsdale  Aaron Ramsdale (Sheffield United, Goalkeeper)",GKP,SHU,WOL,0,12,12,0,0,0,2,1,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-14,,,,,
2775,14/09/2020,True,"Sharp  Billy Sharp (Sheffield United, Forward)",FWD,SHU,WOL,0,-4,-4,0,0,0,2,1,90,0,0,0,0,0,1,0,0.01,0.68,0.69,2020-09-14,,,,,
2771,14/09/2020,True,"McGoldrick  David McGoldrick (Sheffield United, Forward)",FWD,SHU,WOL,0,2,2,0,0,0,0,1,19,0,0,1,0,0,0,0,0.01,0.03,0.04,2020-09-14,,,,,
5846,19/09/2020,False,"Phillips (Matthew)  Matthew Phillips (West Bromwich Albion, Midfielder)",MID,WBA,EVE,0,1,1,0,0,0,0,2,19,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-19,,,,,
5845,19/09/2020,False,"O'Shea  Dara O&#039;Shea (West Bromwich Albion, Defender)",DEF,WBA,EVE,0,11,11,0,0,0,5,2,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-19,,,,,
5847,19/09/2020,False,"Robinson (Callum)  Callum Robinson (West Bromwich Albion, Forward)",FWD,WBA,EVE,0,2,2,0,0,0,5,2,90,0,0,0,0,0,1,0,0.07,0.03,0.1,2020-09-19,,,,,
5848,19/09/2020,False,"Sawyers  Romaine Sawyers (West Bromwich Albion, Midfielder)",MID,WBA,EVE,0,10,10,0,0,0,5,2,75,1,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-19,,,,,
5849,19/09/2020,False,"Areola  Alphonse Areola (Fulham, Goalkeeper)",GKP,FUL,LEE,0,17,17,0,0,0,4,2,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-19,,,,,
5850,19/09/2020,False,"Bryan (Joe)  Joe Bryan (Fulham, Defender)",DEF,FUL,LEE,0,11,20,0,1,0,4,2,90,0,0,0,0,0,1,1,0.01,0.05,0.06,2020-09-19,,,,,
5851,19/09/2020,False,"Cavaleiro  Ivan Cavaleiro (Fulham, Midfielder)",MID,FUL,LEE,0,11,11,0,0,0,4,2,90,0,0,0,0,0,1,0,0.1,0.0,0.1,2020-09-19,,,,,
5852,19/09/2020,False,"DeCordova-Reid  Bobby DeCordova-Reid (Fulham, Forward)",FWD,FUL,LEE,0,4,28,0,0,1,0,2,32,0,0,1,0,0,0,0,0.0,0.21,0.21,2020-09-19,,,,,
5857,19/09/2020,False,"Mitrovic  Aleksandar Mitrovic (Fulham, Forward)",FWD,FUL,LEE,0,-1,47,0,0,2,4,2,90,0,0,0,0,1,1,0,0.01,1.29,1.3,2020-09-19,,,,,
5854,19/09/2020,False,"Kamara  Aboubakar Kamara (Fulham, Midfielder)",MID,FUL,LEE,0,3,3,0,0,0,4,2,58,1,0,0,0,0,1,0,0.03,0.0,0.03,2020-09-19,,,,,
5855,19/09/2020,False,"Kebano  Neeskens Kebano (Fulham, Midfielder)",MID,FUL,LEE,0,-1,-1,0,0,0,0,2,32,0,0,1,0,0,0,0,0.0,0.04,0.04,2020-09-19,,,,,
5856,19/09/2020,False,"Lemina  Mario Lemina (Fulham, Midfielder)",MID,FUL,LEE,0,2,2,0,0,0,0,2,20,0,0,1,0,0,0,0,0.0,0.0,0.0,2020-09-19,,,,,
5858,19/09/2020,False,"Odoi  Denis Odoi (Fulham, Defender)",DEF,FUL,LEE,0,12,12,0,0,0,4,2,90,0,0,0,0,0,1,0,0.01,0.03,0.04,2020-09-19,,,,,
5859,19/09/2020,False,"Onomah  Josh Onomah (Fulham, Midfielder)",MID,FUL,LEE,0,4,4,0,0,0,4,2,58,1,0,0,0,0,1,0,0.09,0.0,0.09,2020-09-19,,,,,
5844,19/09/2020,False,"Livermore  Jake Livermore (West Bromwich Albion, Midfielder)",MID,WBA,EVE,0,6,6,0,0,0,5,2,90,0,0,0,0,0,1,0,0.01,0.14,0.15,2020-09-19,,,,,
5860,19/09/2020,False,"Reed  Harrison Reed (Fulham, Midfielder)",MID,FUL,LEE,0,17,17,0,0,0,4,2,70,1,0,0,0,0,1,0,0.02,0.04,0.06,2020-09-19,,,,,
5853,19/09/2020,False,"Hector  Michael Hector (Fulham, Defender)",DEF,FUL,LEE,0,15,15,0,0,0,4,2,90,0,0,0,0,0,1,0,0.02,0.05,0.07,2020-09-19,,,,,
5843,19/09/2020,False,"Johnstone  Sam Johnstone (West Bromwich Albion, Goalkeeper)",GKP,WBA,EVE,0,14,14,0,0,0,5,2,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-19,,,,,
5830,19/09/2020,True,"Pickford  Jordan Pickford (Everton, Goalkeeper)",GKP,EVE,WBA,0,15,15,0,0,0,2,2,90,0,0,0,0,0,1,0,0.0,0.0,0.0,2020-09-19,,,,,
5841,19/09/2020,False,"Furlong  Darnell Furlong (West Bromwich Albion, Defender)",DEF,WBA,EVE,0,5,5,0,0,0,5,2,90,0,0,0,0,0,1,0,0.06,0.0,0.06,2020-09-19,,,,,
5861,19/09/2020,False,"Tete  Kenny Tete (Fulham, Defender)",DEF,FUL,LEE,1,13,22,0,0,0,4,2,90,0,0,0,0,1,1,1,0.29,0.0,0.29,2020-09-19,,,,,
5824,19/09/2020,True,"Doucouré  Abdoulaye Doucouré (Everton, Midfielder)",MID,EVE,WBA,0,13,13,0,0,0,2,2,65,1,0,0,0,1,1,0,0.01,0.0,0.01,2020-09-19,,,,,
5825,19/09/2020,True,"Iwobi  Alex Iwobi (Everton, Midfielder)",MID,EVE,WBA,0,2,2,0,0,0,0,2,19,0,0,1,0,0,0,0,0.01,0.0,0.01,2020-09-19,,,,,
5826,19/09/2020,True,"Kean  Moise Kean (Everton, Forward)",FWD,EVE,WBA,0,-1,-1,0,0,0,0,2,12,0,0,1,0,0,0,0,0.0,0.05,0.05,2020-09-19,,,,,
5827,19/09/2020,True,"Keane  Michael Keane (Everton, Defender)",DEF,EVE,WBA,0,13,28,0,0,1,2,2,90,0,0,0,0,0,1,0,0.28,0.63,0.91,2020-09-19,,,,,
5828,19/09/2020,True,"Allan  Allan Marques Loureiro (Everton, Midfielder)",MID,EVE,WBA,0,13,13,0,0,0,2,2,90,0,0,0,0,0,1,0,0.03,0.02,0.05,2020-09-19,,,,,
5829,19/09/2020,True,"Mina  Yerry Mina (Everton, Defender)",DEF,EVE,WBA,0,17,17,0,0,0,2,2,90,0,0,0,0,0,1,0,0.01,0.0,0.01,2020-09-19,,,,,
5831,19/09/2020,True,"Rodríguez  James Rodríguez (Everton, Midfielder)",MID,EVE,WBA,1,15,42,0,0,1,2,2,78,1,0,0,0,0,1,1,0.52,0.03,0.55,2020-09-19,,,,,
